transaction_id,employee_id,payment,account_num,last_payment,next_payment,date_time
182,18,8652.09,gAAAAABn77qQnNTnd7xN2-6SaRwNgdwpLgbJyvLAWTg1ytFyi9HE6L7_nIQ1haZiiKKdUSMFvwAyR20cTiaQc5nN2GN_eI3buQ==,2025-03-16,2025-05-15,2025-04-15
183,19,10230.29,gAAAAABn77qQNcLQ5Qtyy0KNSCRjOiW_rsS6X3rSIDMfKuouQfPvyJZIUJReuwdtVUNRaW380ksQZS8CszRnVeo2Wsc9WRIUWA==,2025-03-16,2025-05-15,2025-04-15
184,20,8612.67,gAAAAABn77qQxJnfdoQVmI_gxVzgOZG1acP84rmiyLkeFYACXBm65z1z8rW6eYZhz0ddyS6KtsxDYKHUhFzhGmJB4XZmi-tzhw==,2025-03-16,2025-05-15,2025-04-15
185,21,7951.45,gAAAAABn77qQSA9CNStuypWHnocXc9cyerE8PnFjklue6GRLCTO5DCgVucu82vxWzGEMINCW8fFCyBoJ6BO6l08lp4u0CgTyRw==,2025-03-16,2025-05-15,2025-04-15
186,22,7293.73,gAAAAABn77qQaLeR7Pecp1C4OCsh_5kXP_U2TT2HgcZvk-Q34BJvOl3VOE_kbasYrEOD1LbyGkKohyj-cm8O4sXwkMYIohB7bw==,2025-03-16,2025-05-15,2025-04-15
187,23,8490.35,gAAAAABn77qQfEO4FUEocxSZwLLXVX_KMxxvE07z32gPWRFFh9AZiEZ67SsUtbhAui-mAfOWyKYPgiILqYnHw-ceYAQzTRSdqw==,2025-03-16,2025-05-15,2025-04-15
188,24,7747.2,gAAAAABn77qQ-wtEKFgGxCqHRze8w3PVAfCPMrWeWmDEuFl1S7q_SJIi62VQa4egzHPbAA0c-jDG8jZ4rM3g2yW9Caos6vyLSA==,2025-03-16,2025-05-15,2025-04-15
189,25,7386.1,gAAAAABn77qQHr1G8CKlFODEF1mBfLxmkuYaGSTQbHk4c9WogB74AEaBJKq6Wrz69F_9zDPwlVZGvJJN8b5hrrMhgVLVmSHPKg==,2025-03-16,2025-05-15,2025-04-15
190,26,8104.53,gAAAAABn77qQXUHOSiqrvVVrK9teXdBWF4wHPiMlD_LIJ7P7_s4zIhi_ZNu_zW48bMQZsNYJ4k_o8g4zWrnTZIHS3UL1oA_Jlg==,2025-03-16,2025-05-15,2025-04-15
191,27,8489.19,gAAAAABn77qQvunuw6tU_Tb0WMaZvIE9IM9bQuIVHk8z8c_7Hy9IU75xVoLx1Twn6GEQOtofrEjRsvTnP_5KIbAFO41IdLHDVw==,2025-03-16,2025-05-15,2025-04-15
192,28,8971.82,gAAAAABn77qQ6fk8RR2pLiB4ncRhrq-hHYbpACfxOI4r3wZlIw-297LKAGt6UCT7u9exAIdCBDqE_Xzq3n31sHUO45J040rl9Q==,2025-03-16,2025-05-15,2025-04-15
193,29,9066.52,gAAAAABn77qQMkMLb_tojbq4hP4t7kCb4Gh2dSXeDZ_6RduAfRJFZ4cnDhzm2grKV1ehnaFwmAs-B4vEQ39Ur51RA3MI9IYOVA==,2025-03-16,2025-05-15,2025-04-15
194,30,8365.68,gAAAAABn77qQ7snl2jthL_amVAF_PGTRVxaeLijxp03eF9lh_9om2cP8EPkoII5kqr5PLAjvYy-0qKvWKaltzGzmfY5-xIg4yg==,2025-03-16,2025-05-15,2025-04-15
195,31,4327.54,gAAAAABn77qQO-37R3q9vAy2N1uFzaFyA3BIOZ_vb2WKielwpMxT9z8gE11fLS7sUYJYbkOa5REa_IIP9HjOtzW81JnPecrPNw==,2025-03-16,2025-05-15,2025-04-15
196,32,4186.85,gAAAAABn77qQq34Ar0oM8Z5zRxMf0G-qzKcHd-x5jhrcnzru5gn6bhdCgYZW68T5AdKLMc9nEepKB_GkvY241jw69jh0OSwENQ==,2025-03-16,2025-05-15,2025-04-15
197,33,3177.43,gAAAAABn77qQGlakMfOa7qz3_wfwGGkjxLBEAfmvPz7XIdu3Ncn3Z-NpCBcAiJFERwhjT1z5VNzD0hFNdEWU5oMwIbDWyUcNqA==,2025-03-16,2025-05-15,2025-04-15
198,34,1369.8,gAAAAABn77qQ_c67qvH9ZIqm42qCPJkYjaL-ecZAiLQNnbRpF4HJSSG6l7FwF1psoJ2dawQZnkkQgA1HWOHuXIcM8rWBXOcwLQ==,2025-03-16,2025-05-15,2025-04-15
199,35,2092.7,gAAAAABn77qQmA5BsTStjRpeeeuktICNaUV3MnfdbUTtrCftbxxpoUGHcVbrJZUm9Gck0uKNAg7px5qXxrNrrCcuq8hGPIno0w==,2025-03-16,2025-05-15,2025-04-15
200,36,3729.09,gAAAAABn77qQGm7OUT7UlRf1vMFGfX7tVYdNMytF7r_8rjqdAfoZiQ7TiaC_r2oCBIWQx64t09re8KHqbpvSWthbdTILt-qoCQ==,2025-03-16,2025-05-15,2025-04-15
201,37,4139.4,gAAAAABn77qQydKMB_51o8hyF6drHM-qKE-SrzJZo2MWuvW9RBHnCyfJZcRQvNZijQKn88tobEroveFIGBftNQUfQn2FhkEqoA==,2025-03-16,2025-05-15,2025-04-15
202,38,7402.34,gAAAAABn77qQKhdYDbcitkVNsMhKY7HfeQPt-OOEE3AlXE7qF2AX65uL2AyzzYB1vfeheAo2UemAMDpu20GBGi7U_gzdYmG2zQ==,2025-03-16,2025-05-15,2025-04-15
203,39,6129.2,gAAAAABn77qQePPsiqMUGPFR5RByas_Oe7XtPehwxONrG6pl63pntunDGF4w76CauMjNZqbeEVH07N4efde5Eruy1HKcRxjeOg==,2025-03-16,2025-05-15,2025-04-15
204,40,6688.45,gAAAAABn77qQ6sdrVyebqge-3M94zvOambnnJ4uHDweX_KJjWs1KczkfsZ-rCrwANqcqAtwxOw3Ldl4F3KdPVCbR87tAEOstCw==,2025-03-16,2025-05-15,2025-04-15
205,41,5834.85,gAAAAABn77qQtsQOL9nQC9i6l2HX0VBpW4CBF9UMCDCCP7SQofqfsba0of_U7SYCMWk64IZ58c2ahTt2EamZLV4a4aChzGrpuA==,2025-03-16,2025-05-15,2025-04-15
206,42,7465.66,gAAAAABn77qQElbuaK1-iS9hTy78DTbZKvCMPoBJDTqNIhiNPebL3DRAa1Q1F6B-swzkAqVsirmxrZ8JKCwzPvzd_9NkVa64Eg==,2025-03-16,2025-05-15,2025-04-15
207,43,8488.25,gAAAAABn77qQuUXI582PDBPOj03i-Xt-Dhadju5LNZfhE3KJa19VxdoQILlIU1qqsDiVhQJCvr0I-J4O-5TiTf-tWSnHJAT1hw==,2025-03-16,2025-05-15,2025-04-15
208,44,8178.78,gAAAAABn77qQYZlOcglMHHTUL5mrYblXZZChLk9d7xCeiLEm_lAdWajlWJQLtUJsCRwjB3GJYurRtNkZP-fyrSpwcMxSxhV_pw==,2025-03-16,2025-05-15,2025-04-15
209,45,5929.25,gAAAAABn77qQgfDyBOfxdjbjRw0m1GwXPAvyGRQi-PPVrtu6Oa-M0ZHiYDv3yKsS98o6FF1BQ9dMC7pGwk9LEcXAJ5Nz4G0a4Q==,2025-03-16,2025-05-15,2025-04-15
1129,1,7764.05,gAAAAABn77qQ62F03q860omPaytlRS6lfzgSeMxpMScu3gPpkIfPMgDC1hfSZlBhjCm5XnXgkcb8V12taxd5qXY2OqYSG1BVEg==,2025-04-15,2025-06-14,2025-05-15
1130,2,6978.74,gAAAAABn77qQdAFYVJrVO30P_twhtQfUwxXEDm5J0HFg-Ls4vUVv_HH2hJnY0c4PMIFqmI4jaz5AXko1uYcPi4TIHgoS_Cb6SQ==,2025-04-15,2025-06-14,2025-05-15
1131,3,7867.56,gAAAAABn77qQekxF38FwKn3ueU_-Cc4UpmsdUNgc1cGgfNHVx9hNpkvwlcdS0PbovQHJ35H4Nm2n2Z7Hku8FEXr6QdwjnMennw==,2025-04-15,2025-06-14,2025-05-15
1132,4,6950.09,gAAAAABn77qQcooB2WJ_56OSwKZgxIaotwCvZPklXbXacIYgVLClpyDnm2Qst5fPU9V45Z28RXZ06FiGIYHrVx7NLhnEbn-6hg==,2025-04-15,2025-06-14,2025-05-15
1133,5,5896.78,gAAAAABn77qQmqY1kHLXfvJB7R3za07c_6XgwkwgJ6Gbx85hAhZjkwVBNtGjJoYb5vcBHccZ0-VmesyxFHr-x3TcHA7MvolWYQ==,2025-04-15,2025-06-14,2025-05-15
1134,6,6144.04,gAAAAABn77qQ4-hQ_MeiQMfLIfPvXBRSGwbF2L65zQwwvyh5KImB9tGS_CMzuPIxzMjrqGXu7e0eC68pRn_BZ0ixIfYTIDL9RQ==,2025-04-15,2025-06-14,2025-05-15
1135,7,6761.04,gAAAAABn77qQbDLuntCgZIs7twRE6_OLiidFHV4mxvZcIpSsxqJOYac3A0NRXtxcF4r_QsydHZYgSnA177xgDCehw88Xw7xsxg==,2025-04-15,2025-06-14,2025-05-15
1136,8,6443.86,gAAAAABn77qQLOF_P8C2K91oLDBrIvvsNaNqcuBvmZPyxv3lKEWOmzuZez0weS6rFj-saeawubZD0F9LiTDuwWSWXLYy0VTiiA==,2025-04-15,2025-06-14,2025-05-15
1137,9,7494.08,gAAAAABn77qQKs33eOWMA6ZPxs-BR0U-AEPL3zPqIHXGtgaIpZAx-5zrTEX_Njdq9klpnZXY1xbYT4Uz4hC9AbemYBlc1hUahw==,2025-04-15,2025-06-14,2025-05-15
1138,10,6313.07,gAAAAABn77qQ05urqIFMWWC5OMGcPxeazJM3hctHmuTEEiCpMR5e8rPSPxN4VZTXkb7TCkJWRb4pGGNQ2X2OY3Dvx82YzZkS4w==,2025-04-15,2025-06-14,2025-05-15
1139,11,1447.01,gAAAAABn77qQJ4xpigYMrVeXU1V2LFLwRRL2Mcduou4ETrpW_JmQ3qKep5hZVwsPG2EE46EnmFw5TwqUqKSaKx-jjXsMEL9wcQ==,2025-04-15,2025-06-14,2025-05-15
1140,12,4864.44,gAAAAABn77qQn1L9qVnsyHMNrpd5i6dZRc8gkJ_MjZY4M41AeiAZX47rK4S64gpQS10PDKRNELwl86bhxsuLsacU4Ktroc2ldw==,2025-04-15,2025-06-14,2025-05-15
1141,13,6269.75,gAAAAABn77qQTAbmp8aLHywgDog_f6veHTE1SaDTl67TBX5eQiy81174n1L42ImCMDTlbEmlHiXtv89tEmLy_SX2-SJSI9YrGw==,2025-04-15,2025-06-14,2025-05-15
1142,14,4045.76,gAAAAABn77qQawx-8vYR1V7DnLKEV3m95PRi0tZO22VO8t-NASsyd2A5TISYa1ZEY4uD0s8CHzW75teV-V5ST74-IX72mb1v2g==,2025-04-15,2025-06-14,2025-05-15
1143,15,5532.78,gAAAAABn77qQRNT-JJrVazwUQ8XECLapz_t2ZfP4Yg_8NiAUa7ood0RSO7mSdevUjJSmjJ96bNn6Oyu8et8mwAVE_Fglf-0Aog==,2025-04-15,2025-06-14,2025-05-15
1144,16,9154.95,gAAAAABn77qQPW25bpoQ6CEaPQM1tdLlBRfsfTI87dGfCEl-9VoJbZeBGhceIN08zDuX1gU8HAL9ZTTeZI1gVtbPdfVkMkj2MA==,2025-04-15,2025-06-14,2025-05-15
1145,17,8112.21,gAAAAABn77qQG2L-DQrI71-VaecIfRNBX-Sz1Aw7gkwhHAIpL-S8SqZNyrtolbpPWEr4Z0Ib3Pl6wW3chWrSGmghxR9cLc4ZJw==,2025-04-15,2025-06-14,2025-05-15
1146,18,8652.09,gAAAAABn77qQnNTnd7xN2-6SaRwNgdwpLgbJyvLAWTg1ytFyi9HE6L7_nIQ1haZiiKKdUSMFvwAyR20cTiaQc5nN2GN_eI3buQ==,2025-04-15,2025-06-14,2025-05-15
1147,19,10230.29,gAAAAABn77qQNcLQ5Qtyy0KNSCRjOiW_rsS6X3rSIDMfKuouQfPvyJZIUJReuwdtVUNRaW380ksQZS8CszRnVeo2Wsc9WRIUWA==,2025-04-15,2025-06-14,2025-05-15
1148,20,8612.67,gAAAAABn77qQxJnfdoQVmI_gxVzgOZG1acP84rmiyLkeFYACXBm65z1z8rW6eYZhz0ddyS6KtsxDYKHUhFzhGmJB4XZmi-tzhw==,2025-04-15,2025-06-14,2025-05-15
1149,21,7951.45,gAAAAABn77qQSA9CNStuypWHnocXc9cyerE8PnFjklue6GRLCTO5DCgVucu82vxWzGEMINCW8fFCyBoJ6BO6l08lp4u0CgTyRw==,2025-04-15,2025-06-14,2025-05-15
1150,22,7293.73,gAAAAABn77qQaLeR7Pecp1C4OCsh_5kXP_U2TT2HgcZvk-Q34BJvOl3VOE_kbasYrEOD1LbyGkKohyj-cm8O4sXwkMYIohB7bw==,2025-04-15,2025-06-14,2025-05-15
1151,23,8490.35,gAAAAABn77qQfEO4FUEocxSZwLLXVX_KMxxvE07z32gPWRFFh9AZiEZ67SsUtbhAui-mAfOWyKYPgiILqYnHw-ceYAQzTRSdqw==,2025-04-15,2025-06-14,2025-05-15
1152,24,7747.2,gAAAAABn77qQ-wtEKFgGxCqHRze8w3PVAfCPMrWeWmDEuFl1S7q_SJIi62VQa4egzHPbAA0c-jDG8jZ4rM3g2yW9Caos6vyLSA==,2025-04-15,2025-06-14,2025-05-15
1153,25,7386.1,gAAAAABn77qQHr1G8CKlFODEF1mBfLxmkuYaGSTQbHk4c9WogB74AEaBJKq6Wrz69F_9zDPwlVZGvJJN8b5hrrMhgVLVmSHPKg==,2025-04-15,2025-06-14,2025-05-15
1154,26,8104.53,gAAAAABn77qQXUHOSiqrvVVrK9teXdBWF4wHPiMlD_LIJ7P7_s4zIhi_ZNu_zW48bMQZsNYJ4k_o8g4zWrnTZIHS3UL1oA_Jlg==,2025-04-15,2025-06-14,2025-05-15
1155,27,8489.19,gAAAAABn77qQvunuw6tU_Tb0WMaZvIE9IM9bQuIVHk8z8c_7Hy9IU75xVoLx1Twn6GEQOtofrEjRsvTnP_5KIbAFO41IdLHDVw==,2025-04-15,2025-06-14,2025-05-15
1156,28,8971.82,gAAAAABn77qQ6fk8RR2pLiB4ncRhrq-hHYbpACfxOI4r3wZlIw-297LKAGt6UCT7u9exAIdCBDqE_Xzq3n31sHUO45J040rl9Q==,2025-04-15,2025-06-14,2025-05-15
1157,29,9066.52,gAAAAABn77qQMkMLb_tojbq4hP4t7kCb4Gh2dSXeDZ_6RduAfRJFZ4cnDhzm2grKV1ehnaFwmAs-B4vEQ39Ur51RA3MI9IYOVA==,2025-04-15,2025-06-14,2025-05-15
1158,30,8365.68,gAAAAABn77qQ7snl2jthL_amVAF_PGTRVxaeLijxp03eF9lh_9om2cP8EPkoII5kqr5PLAjvYy-0qKvWKaltzGzmfY5-xIg4yg==,2025-04-15,2025-06-14,2025-05-15
1159,31,4327.54,gAAAAABn77qQO-37R3q9vAy2N1uFzaFyA3BIOZ_vb2WKielwpMxT9z8gE11fLS7sUYJYbkOa5REa_IIP9HjOtzW81JnPecrPNw==,2025-04-15,2025-06-14,2025-05-15
1160,32,4186.85,gAAAAABn77qQq34Ar0oM8Z5zRxMf0G-qzKcHd-x5jhrcnzru5gn6bhdCgYZW68T5AdKLMc9nEepKB_GkvY241jw69jh0OSwENQ==,2025-04-15,2025-06-14,2025-05-15
1161,33,3177.43,gAAAAABn77qQGlakMfOa7qz3_wfwGGkjxLBEAfmvPz7XIdu3Ncn3Z-NpCBcAiJFERwhjT1z5VNzD0hFNdEWU5oMwIbDWyUcNqA==,2025-04-15,2025-06-14,2025-05-15
1162,34,1369.8,gAAAAABn77qQ_c67qvH9ZIqm42qCPJkYjaL-ecZAiLQNnbRpF4HJSSG6l7FwF1psoJ2dawQZnkkQgA1HWOHuXIcM8rWBXOcwLQ==,2025-04-15,2025-06-14,2025-05-15
1163,35,2092.7,gAAAAABn77qQmA5BsTStjRpeeeuktICNaUV3MnfdbUTtrCftbxxpoUGHcVbrJZUm9Gck0uKNAg7px5qXxrNrrCcuq8hGPIno0w==,2025-04-15,2025-06-14,2025-05-15
1164,36,3729.09,gAAAAABn77qQGm7OUT7UlRf1vMFGfX7tVYdNMytF7r_8rjqdAfoZiQ7TiaC_r2oCBIWQx64t09re8KHqbpvSWthbdTILt-qoCQ==,2025-04-15,2025-06-14,2025-05-15
1165,37,4139.4,gAAAAABn77qQydKMB_51o8hyF6drHM-qKE-SrzJZo2MWuvW9RBHnCyfJZcRQvNZijQKn88tobEroveFIGBftNQUfQn2FhkEqoA==,2025-04-15,2025-06-14,2025-05-15
1166,38,7402.34,gAAAAABn77qQKhdYDbcitkVNsMhKY7HfeQPt-OOEE3AlXE7qF2AX65uL2AyzzYB1vfeheAo2UemAMDpu20GBGi7U_gzdYmG2zQ==,2025-04-15,2025-06-14,2025-05-15
1167,39,6129.2,gAAAAABn77qQePPsiqMUGPFR5RByas_Oe7XtPehwxONrG6pl63pntunDGF4w76CauMjNZqbeEVH07N4efde5Eruy1HKcRxjeOg==,2025-04-15,2025-06-14,2025-05-15
1168,40,6688.45,gAAAAABn77qQ6sdrVyebqge-3M94zvOambnnJ4uHDweX_KJjWs1KczkfsZ-rCrwANqcqAtwxOw3Ldl4F3KdPVCbR87tAEOstCw==,2025-04-15,2025-06-14,2025-05-15
1169,41,5834.85,gAAAAABn77qQtsQOL9nQC9i6l2HX0VBpW4CBF9UMCDCCP7SQofqfsba0of_U7SYCMWk64IZ58c2ahTt2EamZLV4a4aChzGrpuA==,2025-04-15,2025-06-14,2025-05-15
1170,42,7465.66,gAAAAABn77qQElbuaK1-iS9hTy78DTbZKvCMPoBJDTqNIhiNPebL3DRAa1Q1F6B-swzkAqVsirmxrZ8JKCwzPvzd_9NkVa64Eg==,2025-04-15,2025-06-14,2025-05-15
1171,43,8488.25,gAAAAABn77qQuUXI582PDBPOj03i-Xt-Dhadju5LNZfhE3KJa19VxdoQILlIU1qqsDiVhQJCvr0I-J4O-5TiTf-tWSnHJAT1hw==,2025-04-15,2025-06-14,2025-05-15
1172,44,8178.78,gAAAAABn77qQYZlOcglMHHTUL5mrYblXZZChLk9d7xCeiLEm_lAdWajlWJQLtUJsCRwjB3GJYurRtNkZP-fyrSpwcMxSxhV_pw==,2025-04-15,2025-06-14,2025-05-15
1173,45,5929.25,gAAAAABn77qQgfDyBOfxdjbjRw0m1GwXPAvyGRQi-PPVrtu6Oa-M0ZHiYDv3yKsS98o6FF1BQ9dMC7pGwk9LEcXAJ5Nz4G0a4Q==,2025-04-15,2025-06-14,2025-05-15
2165,1,7764.05,gAAAAABn77qQ62F03q860omPaytlRS6lfzgSeMxpMScu3gPpkIfPMgDC1hfSZlBhjCm5XnXgkcb8V12taxd5qXY2OqYSG1BVEg==,2025-05-15,2025-07-14,2025-06-14
2166,2,6978.74,gAAAAABn77qQdAFYVJrVO30P_twhtQfUwxXEDm5J0HFg-Ls4vUVv_HH2hJnY0c4PMIFqmI4jaz5AXko1uYcPi4TIHgoS_Cb6SQ==,2025-05-15,2025-07-14,2025-06-14
2167,3,7867.56,gAAAAABn77qQekxF38FwKn3ueU_-Cc4UpmsdUNgc1cGgfNHVx9hNpkvwlcdS0PbovQHJ35H4Nm2n2Z7Hku8FEXr6QdwjnMennw==,2025-05-15,2025-07-14,2025-06-14
2168,4,6950.09,gAAAAABn77qQcooB2WJ_56OSwKZgxIaotwCvZPklXbXacIYgVLClpyDnm2Qst5fPU9V45Z28RXZ06FiGIYHrVx7NLhnEbn-6hg==,2025-05-15,2025-07-14,2025-06-14
2169,5,5896.78,gAAAAABn77qQmqY1kHLXfvJB7R3za07c_6XgwkwgJ6Gbx85hAhZjkwVBNtGjJoYb5vcBHccZ0-VmesyxFHr-x3TcHA7MvolWYQ==,2025-05-15,2025-07-14,2025-06-14
2170,6,6144.04,gAAAAABn77qQ4-hQ_MeiQMfLIfPvXBRSGwbF2L65zQwwvyh5KImB9tGS_CMzuPIxzMjrqGXu7e0eC68pRn_BZ0ixIfYTIDL9RQ==,2025-05-15,2025-07-14,2025-06-14
2171,7,6761.04,gAAAAABn77qQbDLuntCgZIs7twRE6_OLiidFHV4mxvZcIpSsxqJOYac3A0NRXtxcF4r_QsydHZYgSnA177xgDCehw88Xw7xsxg==,2025-05-15,2025-07-14,2025-06-14
2172,8,6443.86,gAAAAABn77qQLOF_P8C2K91oLDBrIvvsNaNqcuBvmZPyxv3lKEWOmzuZez0weS6rFj-saeawubZD0F9LiTDuwWSWXLYy0VTiiA==,2025-05-15,2025-07-14,2025-06-14
2173,9,7494.08,gAAAAABn77qQKs33eOWMA6ZPxs-BR0U-AEPL3zPqIHXGtgaIpZAx-5zrTEX_Njdq9klpnZXY1xbYT4Uz4hC9AbemYBlc1hUahw==,2025-05-15,2025-07-14,2025-06-14
2174,10,6313.07,gAAAAABn77qQ05urqIFMWWC5OMGcPxeazJM3hctHmuTEEiCpMR5e8rPSPxN4VZTXkb7TCkJWRb4pGGNQ2X2OY3Dvx82YzZkS4w==,2025-05-15,2025-07-14,2025-06-14
2175,11,1447.01,gAAAAABn77qQJ4xpigYMrVeXU1V2LFLwRRL2Mcduou4ETrpW_JmQ3qKep5hZVwsPG2EE46EnmFw5TwqUqKSaKx-jjXsMEL9wcQ==,2025-05-15,2025-07-14,2025-06-14
2176,31,4327.54,gAAAAABn77qQO-37R3q9vAy2N1uFzaFyA3BIOZ_vb2WKielwpMxT9z8gE11fLS7sUYJYbkOa5REa_IIP9HjOtzW81JnPecrPNw==,2025-05-15,2025-07-14,2025-06-14
2177,12,4864.44,gAAAAABn77qQn1L9qVnsyHMNrpd5i6dZRc8gkJ_MjZY4M41AeiAZX47rK4S64gpQS10PDKRNELwl86bhxsuLsacU4Ktroc2ldw==,2025-05-15,2025-07-14,2025-06-14
2178,13,6269.75,gAAAAABn77qQTAbmp8aLHywgDog_f6veHTE1SaDTl67TBX5eQiy81174n1L42ImCMDTlbEmlHiXtv89tEmLy_SX2-SJSI9YrGw==,2025-05-15,2025-07-14,2025-06-14
2179,14,4045.76,gAAAAABn77qQawx-8vYR1V7DnLKEV3m95PRi0tZO22VO8t-NASsyd2A5TISYa1ZEY4uD0s8CHzW75teV-V5ST74-IX72mb1v2g==,2025-05-15,2025-07-14,2025-06-14
2180,15,5532.78,gAAAAABn77qQRNT-JJrVazwUQ8XECLapz_t2ZfP4Yg_8NiAUa7ood0RSO7mSdevUjJSmjJ96bNn6Oyu8et8mwAVE_Fglf-0Aog==,2025-05-15,2025-07-14,2025-06-14
2181,16,9154.95,gAAAAABn77qQPW25bpoQ6CEaPQM1tdLlBRfsfTI87dGfCEl-9VoJbZeBGhceIN08zDuX1gU8HAL9ZTTeZI1gVtbPdfVkMkj2MA==,2025-05-15,2025-07-14,2025-06-14
2182,17,8112.21,gAAAAABn77qQG2L-DQrI71-VaecIfRNBX-Sz1Aw7gkwhHAIpL-S8SqZNyrtolbpPWEr4Z0Ib3Pl6wW3chWrSGmghxR9cLc4ZJw==,2025-05-15,2025-07-14,2025-06-14
2183,18,8652.09,gAAAAABn77qQnNTnd7xN2-6SaRwNgdwpLgbJyvLAWTg1ytFyi9HE6L7_nIQ1haZiiKKdUSMFvwAyR20cTiaQc5nN2GN_eI3buQ==,2025-05-15,2025-07-14,2025-06-14
2184,19,10230.29,gAAAAABn77qQNcLQ5Qtyy0KNSCRjOiW_rsS6X3rSIDMfKuouQfPvyJZIUJReuwdtVUNRaW380ksQZS8CszRnVeo2Wsc9WRIUWA==,2025-05-15,2025-07-14,2025-06-14
2185,20,8612.67,gAAAAABn77qQxJnfdoQVmI_gxVzgOZG1acP84rmiyLkeFYACXBm65z1z8rW6eYZhz0ddyS6KtsxDYKHUhFzhGmJB4XZmi-tzhw==,2025-05-15,2025-07-14,2025-06-14
